id,limit,n_cc,inc0,w0,c0,safety_score,deg,female,age,deb0,del
1241,9.7899408,3,6,44.826828,8.3456001,.77039635,3,0,56,0,0
1242,4.1129036,3,11.55,325.93893,19.585203,.42444426,4,0,29,0,0
1243,.9375,3,7.5793033,21.026863,8.2173548,.12882997,4,0,31,0,0
1244,.9375,2,3.407774,22.778316,10.523623,.89816916,4,0,60,0,0
1245,25.3125,3,12.406889,107.2269,8.4799376,-.59402859,4,0,41,2.1162086,0
1246,11.71875,3,14.716455,92.680855,10.699533,.25391519,4,1,33,0,0
1247,20.216196,3,50,336.93652,15.212695,-.26550722,4,0,42,0,0
1248,20.161655,3,49.400002,299.33423,8.8111687,-.25764954,5,1,42,0,0
1249,35.15625,3,12.946209,139.90302,14.498208,.063578844,4,0,49,0,0
1250,8.4375,3,3.7069356,31.454834,7.8522348,.35652778,2,0,23,0,0
1251,4.296875,3,3.1704373,34.877327,10.463533,.44016889,1,0,23,0,0
1252,6.09375,3,4.5480161,41.073586,8.1677208,.52946347,2,0,24,0,0
1253,9.375,3,4.3488927,49.50713,8.7604275,-.052414455,5,0,23,1.4544798,0
1254,8.4037218,3,1.9715474,35.330585,4.6271772,-.048260637,5,0,23,1.7984335,0
1255,9.375,3,2.8986583,34.945499,8.6446638,-.042308144,4,0,23,1.3030283,0
1256,9.375,2,3.69942,17.028454,7.9164042,-.043258123,5,0,23,.81166136,0
1257,2.1875,3,19.214848,485.3974,16.245245,1.2212151,4,1,43,0,0
1258,2.6186686,2,4.1999998,75.319405,7.3908253,-1.17642,4,1,27,0,0
1259,3.75,2,13.775836,35.477161,8.8086138,.91963613,4,1,42,0,0
1260,9.375,3,11.655839,22.749132,10.41762,1.1077441,4,1,39,1.3818696,0
1261,3.125,3,11.163224,406.35715,11.1487,.28201398,5,0,23,0,0
1262,1.40625,3,22.813864,542.95007,15.946739,.31019935,5,1,39,0,0
1264,3.75,2,10.486884,39.453686,7.641705,.32315698,1,0,38,0,0
1265,10.625,3,4.9323068,22.892778,9.2556725,.36474067,2,0,26,4.3354998,0
1266,4.6875,3,5.2221732,20.993446,10.456562,.29915059,3,0,26,3.1681094,0
1267,18.59375,3,12.285082,40.773689,12.320958,.47020999,5,0,49,0,0
1268,3.5484025,3,15.03848,24.810894,9.8608646,.57135689,1,1,49,3.4475601,0
1269,5,3,4.4460721,37.987293,6.1616068,.67013305,3,0,23,0,0
1270,3.0294151,3,9.9750004,65.32074,11.081501,.086736239,3,0,39,0,0
1271,12.0625,3,14.132003,154.17038,11.506152,.62132108,4,1,39,0,0
1272,10.393161,3,23.816305,603.00769,15.460259,.33820006,5,1,56,.67559683,0
1273,3.125,2,4.8705525,62.806133,7.1582494,.4598628,1,0,27,0,0
1274,3.28125,2,5.7826543,62.237797,7.1820631,.53535122,2,0,26,0,0
1275,39.84375,3,12.391109,124.89732,9.957818,-.10811616,4,0,58,0,0
1276,20.534847,3,9.3000002,75.133667,10.767928,-.245546,4,0,61,0,0
1277,22.26679,3,7.3499999,598.51477,18.018913,.64778715,3,1,23,0,0
1279,5.0070934,3,14.7,64.753296,11.65428,.29557279,2,0,54,0,0
1280,7.5,4,18.108509,95.759857,11.296238,.87401485,3,1,42,0,0
1281,7.0959029,4,12.6,108.99572,17.112175,.64885569,3,1,42,0,0
1282,10.78125,3,13.393339,99.235229,12.895253,.92660493,2,0,49,0,0
1283,4.6875,3,11.710517,79.546822,9.8111095,.42908576,2,0,38,1.7118311,0
1284,7.0840898,3,11.76,125.52416,7.6916785,.67682624,4,0,36,0,0
1285,3.125,3,13.111219,66.611397,9.8727808,.15878049,1,1,39,0,0
1286,3.1442816,3,7.77,83.523666,7.2127414,.36134595,3,0,21,0,0
1287,21.09375,3,15.159212,185.40918,11.861578,-.3622579,3,1,37,0,0
1288,20.59375,3,15.898352,298.72256,14.242543,-.34069785,4,1,37,0,0
1289,25.824947,3,17,186.46622,15.862794,-.27776691,4,1,37,0,0
1291,7.96875,3,12.553273,116.46109,13.253685,.87062508,4,0,47,0,0
1292,7.96875,3,14.019879,201.92827,13.80113,.98797822,5,0,46,0,0
1293,22.03125,3,12.079748,143.37865,8.6146288,-.9407829,3,0,44,0,0
1294,13.002902,3,14.07,196.84673,14.370411,.49454045,4,0,54,0,0
1295,2.7009466,2,13.785321,74.061424,7.1476116,.074646913,3,0,27,2.565171,0
1297,5.2008543,3,15.639175,195.09491,11.759171,-.74366903,3,1,53,.704319,0
1298,34.53125,3,16.559631,189.68747,12.584002,-.62955385,4,1,52,.29553294,0
1299,11.46104,3,18.9,460.254,22.100023,1.3291805,4,1,43,0,0
1300,2.3396521,2,6.8000002,66.491508,9.7120657,.29180324,4,0,39,0,0
1301,1.71875,2,13.194069,60.596264,11.656595,.14442602,3,0,47,0,0
1302,14.53125,3,16.368399,296.33261,18.794344,.40244815,2,1,43,0,0
1303,3.3954186,3,24.15,311.54184,13.908764,.7014277,1,1,48,0,0
1304,1.84375,3,12.729091,197.43687,9.8183727,.32409233,2,1,36,0,0
1305,5.46875,3,5.4406233,142.51497,6.1585956,.97795141,4,0,22,0,0
1306,1.40625,3,6.0836501,38.608932,7.4379892,-.012301353,4,0,28,0,0
1307,6.5625,3,11.232906,37.38892,10.492533,-.61562264,1,0,39,1.1752275,0
1308,23.4375,3,11.957758,28.402016,11.456437,-1.6696029,3,1,43,1.4962728,0
1309,5.9375,3,11.662224,56.286274,8.6399355,.018924652,4,1,38,0,0
1310,16.40625,3,10.777222,90.063705,12.665383,-.73600394,4,0,46,0,0
1311,3.125,2,8.1828384,62.368561,12.037812,.73338526,1,1,29,0,0
1312,4.3890362,4,25.514999,222.95827,10.257386,.3731381,1,0,27,0,1
1313,.9375,3,12.318051,159.41527,11.463611,-.58076739,4,0,37,0,0
1314,1.061612,3,14.3,212.20343,16.239824,-.62744355,3,0,37,0,0
1315,2.65625,2,7.3017287,4.2492599,8.6610107,.53627467,4,0,31,1.9808105,0
1316,.703125,3,15.124804,65.100548,10.632795,.30931017,2,1,42,2.6173496,0
1317,2.65625,3,15.312649,74.325668,13.968881,.30409992,2,1,42,1.1891291,0
1318,1.875,2,4.5045214,29.597839,6.9040627,.33517092,2,0,22,4.1448965,0
1319,1.875,1,3.7263999,16.292912,6.7832141,.42009994,1,0,22,6.723115,0
1320,23.4375,3,5.4745078,24.512577,9.5180511,-.75204706,4,0,29,0,0
1321,20.686926,3,17.599152,129.08087,15.023435,-.79380858,4,0,47,.92193067,0
1322,36.875,2,3.2591729,.46502399,10.852259,.53523886,4,0,24,2.9603639,0
1324,11.71875,3,10.3087,144.93291,10.91708,.76064855,2,0,34,2.0670834,0
1325,13.480263,3,2.9638059,44.57505,11.63851,.85649037,3,1,33,1.8095447,0
1326,13.5625,3,13.205265,119.56133,14.894475,-1.1294916,4,1,57,1.1437334,0
1327,46.875,3,11.891118,145.80441,13.874118,.37627155,4,0,37,1.1095804,0
1328,1.875,3,16.387913,196.10258,13.597069,-.012484718,2,1,41,1.1839384,0
1329,3.28125,3,5.2633014,25.854681,7.4779482,-.056237374,5,0,26,1.0553539,0
1330,3.7206888,2,4.2824717,18.454428,7.3475227,-.04541599,5,0,26,.50153828,0
1331,2.78125,3,4.0725546,24.497721,7.9126868,-.04862988,4,0,26,1.1626028,0
1332,20.266941,3,34.799999,926.93677,31.155828,.30764139,3,1,46,0,0
1333,4.667623,2,9,68.368813,8.484395,.33912265,4,0,53,0,0
1334,1.1356246,3,16.62608,78.313942,8.7474003,.59828985,3,0,27,1.8712907,0
1335,.9375,3,5.6134701,85.455849,5.8969092,.90432614,2,0,27,3.1578851,0
1336,5.59375,3,13.140818,100.62226,10.937825,-.65423417,4,1,39,0,0
1337,9.21875,2,12.944256,8.8679848,12.236248,.73401457,5,1,49,1.017339,0
1338,3.28125,3,4.7554889,61.272667,5.1799874,.12314816,3,0,23,4.6139007,0
1339,18.75,3,16.455225,208.64635,13.593606,.71668148,5,0,52,.69610763,0
1340,18.75,3,16.832428,252.96106,14.384208,.68915898,5,0,51,.66810381,0
1341,4.53125,2,14.091865,21.168798,6.4646387,.62469167,4,1,33,0,1
1342,18.389763,3,34,318.03986,15.593707,.26001152,4,1,41,0,0
1343,5.2537236,3,39.900002,402.84656,18.821692,.18614782,4,1,39,0,0
1344,14.218715,3,25.41,322.99191,14.485471,.34340742,4,1,39,0,0
1345,25.234901,3,29.198854,136.84343,14.935652,1.1451228,3,0,46,1.1969073,0
1346,17.990383,3,36.015282,98.725349,12.257999,1.2504894,4,0,48,1.0490874,0
1347,11.487483,3,17.321728,82.868416,17.868706,-2.505384,4,1,56,1.5005716,0
1348,8.1284676,3,4.5999999,151.15552,11.293612,.53199458,2,1,42,0,0
1349,6.40625,3,7.6469798,37.773266,9.6550941,.36853883,4,0,34,1.9990708,0
1350,5.15625,3,7.94485,25.999214,20.591864,.58238459,4,0,31,1.5036755,0
1351,3.828125,3,15.22051,31.689394,11.912152,.44781664,3,0,32,2.5542197,0
1352,10.246792,3,9.5963545,122.04318,12.614455,.64769459,3,0,38,2.5055218,0
1353,1.28125,2,5.9190507,86.485329,9.9934807,-2.7803037,3,0,22,2.9863002,0
1354,2.34375,3,15.20662,195.88524,14.676393,.40434521,2,0,41,2.6049473,0
1355,8.5662546,3,8.3999996,312.91373,13.64834,.60870045,3,1,43,0,0
1357,5,3,14.664618,223.28101,14.684916,.21761167,4,0,41,0,0
1358,17.107113,3,15.336912,23.146942,23.909563,.14689779,3,0,56,2.2581072,0
1359,1.46875,2,4.5295353,57.915791,6.7839284,-.2755039,4,0,27,4.0208573,0
1360,8.6479712,3,10.395,223.82484,12.694549,.61307526,5,0,33,0,0
1361,2.8125,3,15.045702,144.38963,11.836163,.78301787,3,0,48,1.0888995,0
1362,3.0841591,2,5.6700001,31.281092,6.6064229,.62820399,1,0,28,0,0
1363,3.125,2,6.8940306,31.67223,6.7537246,.46971768,2,0,29,0,0
1364,8.4375,3,13.305157,81.117027,14.121717,-.55420732,4,1,47,1.8776909,0
1365,12.300383,3,6.1479373,84.607521,16.394337,-.44126919,4,1,43,1.0680096,0
1366,4.21875,3,12.415789,84.871437,12.921685,-.60986924,3,1,44,3.2549312,0
1367,4.1875,2,5.7479715,73.559128,8.7102623,-1.5263499,2,0,27,3.0260525,0
1368,8.4375,3,14.160704,256.44617,5.5451965,.61192328,4,0,46,.44927683,0
1369,8.4647865,3,3.9905472,326.59711,15.817899,.6131779,4,0,47,.15161331,0
1370,8.4375,3,6.097858,65.875412,7.4990416,.20793188,5,1,23,0,0
1372,16.40625,3,3.8987234,36.088009,8.6395807,.95693982,4,0,21,3.7929769,0
1373,16.40625,3,4.9995418,61.524624,9.4429674,1.3664612,3,0,23,2.0494716,0
1374,1.4494882,3,3.675,127.31557,12.61552,1.3941971,5,0,27,0,0
1375,10.625,3,6.7423706,139.5489,8.3076305,.06894286,3,0,22,0,0
1376,1.3841021,3,5.6700001,169.40256,10.348524,.072667129,4,0,21,0,0
1377,2.0560973,3,4,269.87967,9.9748554,.030071061,1,1,27,0,0
1378,3.2887809,3,18,109.03613,9.435153,.087091595,3,0,36,0,0
1379,3.28125,3,5.0489006,51.716137,6.1376185,.63192016,5,0,21,0,0
1380,6.5625,3,10.179864,38.185028,7.562778,.3272205,5,0,44,0,0
1381,7.7573423,3,5.0696611,251.22522,14.008346,.15041539,1,0,44,2.8960271,0
1382,3.5904803,3,4.8299999,101.43346,10.936553,-.76213908,4,0,44,0,0
1383,2.65625,2,12.399545,32.491207,7.0962195,.13560446,4,0,42,0,0
1384,2.8125,2,9.7980404,47.771225,11.932658,.14780881,4,0,43,0,0
1385,16.40625,3,34.43298,926.93677,30.993324,-.2137759,3,1,52,0,0
1386,13.055993,3,6.8870177,52.61142,7.5846138,.44886249,4,0,24,.20763622,0
1387,5.7303162,3,18,215.48753,10.674529,.64985639,2,0,34,0,0
1388,18.596937,3,17.344664,224.85471,10.725609,.53224814,5,0,56,1.3312798,0
1389,2.3125,2,10.761472,36.474735,5.9101896,.014068577,5,0,43,0,0
1390,2.8125,2,9.9270277,54.747051,12.064521,.025246879,4,0,43,0,0
1391,4.0625,3,10.545177,81.275795,10.85955,-.88369757,4,0,38,2.0170867,0
1392,8.90625,3,6.8456817,49.494453,13.736055,.9553892,3,1,27,0,0
1393,24.073767,3,9,204.21022,12.806974,1.0757176,3,1,37,0,0
1394,21.09375,3,20.199413,347.211,16.505775,.86990452,5,1,42,1.1634798,0
1395,1.84375,3,13.842072,110.07383,8.73526,-2.1365085,4,0,52,1.6844939,0
1396,15.90625,3,30.543596,926.93677,29.021259,-.25167704,2,1,46,0,0
1397,2.8256321,3,4.1999998,194.77872,9.869482,.1630027,4,0,34,0,0
1399,9.6875,3,7.6330175,105.31313,6.0314126,.42116162,3,1,21,0,0
1400,18.75,3,11.193856,402.58185,10.85878,.709867,5,0,22,0,0
1401,23.036058,3,4.1999998,297.12662,5.6299963,.85699016,5,0,22,0,0
1402,2.34375,2,10.810916,15.903749,11.544223,.2670204,1,1,43,0,0
1403,15.602379,3,10,152.62012,14.119259,-.099436641,4,0,49,0,0
1404,14.0625,3,7.9880967,141.56036,14.674565,-.1055066,4,0,28,0,0
1405,30.4375,3,19.847675,366.46719,16.23295,-.63986504,5,1,48,.5111267,0
1406,11.571188,3,10.8,138.83817,12.001936,.32842934,4,0,33,0,0
1407,11.21875,3,13.891952,151.58464,28.07159,-1.8225729,4,1,57,0,0
1408,1.8372493,3,7.77,27.592529,9.8496885,.59823507,2,0,33,0,0
1409,2.2967494,3,7.3499999,48.748867,10.256063,.79833972,1,0,32,0,0
1411,15,3,14.966742,205.42616,20.180702,.29399145,5,0,49,1.9784384,0
1412,7.5,2,4.415513,7.9672036,9.1257238,-.95116675,3,0,24,1.9197419,0
1413,1.84375,2,13.432208,77.374092,5.0746884,-.83814734,3,1,37,2.8303158,0
1414,2.6298778,2,7.0963798,24.150919,7.5665526,.18056494,4,0,23,1.9945503,0
1415,2.34375,2,4.5085149,42.647541,7.4927621,.1150801,5,0,23,1.7839744,0
1416,2.2327471,3,26.985001,97.024361,5.3343091,.39357525,2,1,31,0,0
1417,4.4651384,3,13.450068,47.677643,11.38831,.21706802,3,0,39,1.4586154,0
1418,5.15625,3,13.613283,33.067719,11.331474,.19546942,3,0,42,1.4692529,0
1420,2.0434539,2,2.5384276,115.66673,9.8689699,.44888541,3,0,27,4.171607,0
1421,1.8209857,2,4.5,85.800133,8.2963524,-.58318567,4,0,27,0,0
1422,4.64676,2,6.3000002,80.662773,6.9966884,-.65382266,4,0,27,0,0
1423,12.950249,2,16.749292,41.152779,10.989325,.29290882,3,1,47,.27101192,0
1424,5.687315,3,14.218761,79.280479,6.4062519,-.39089069,5,0,29,1.9799026,0
1425,3.75,2,4.4135919,82.276115,11.26368,.67475164,4,0,22,0,0
1426,.46875,2,13.365976,87.064125,8.8208714,.23736265,3,0,58,0,0
1427,16.643236,2,11.651079,56.45068,12.530764,-.72188526,2,0,39,1.967167,0
1428,18.405703,2,12.797468,39.338051,9.1743593,-1.0099007,2,0,39,2.6135988,0
1429,8.4375,3,16.722815,315.1228,16.04574,-1.0742359,4,0,48,.68658006,0
1430,11.71875,3,12.137707,79.744156,11.62026,.61109889,4,1,46,0,0
1431,8.9869595,3,9.4499998,246.99481,11.904078,.7424168,4,0,38,0,0
1432,1.875,2,14.842925,73.213043,9.0189829,.70457846,1,1,42,0,0
1433,3.0819113,3,8.3999996,81.518242,8.5539064,1.2274666,1,1,24,0,0
1434,20.304081,3,20.16,82.332581,23.816334,.26070753,4,0,41,0,0
1435,3.59375,3,8.297678,155.94423,6.7456956,.60041839,5,1,21,0,0
1436,14.0625,3,11.885747,415.75397,12.595239,.92465132,5,0,27,0,0
1438,9.6264715,3,4.1596727,110.23969,9.5516987,-.25128472,4,1,29,2.5082777,0
1439,12.358367,3,6.039712,84.432541,6.2341871,-.27963546,4,1,28,3.9922733,0
1440,2.34375,3,10.620308,36.026234,6.6210084,.19492362,3,0,43,0,0
1441,5.375,3,9.8807268,35.085167,11.404658,-3.4803882,5,0,44,1.1586541,0
1442,1.7680531,2,12.88717,6.4087925,10.003066,.25219786,5,0,33,1.778837,0
1443,2.1875,3,13.408941,20.884762,7.1404381,.29898161,5,0,33,1.8652962,0
1444,9.2614717,2,5.8000002,60.070271,9.3469219,.086017407,1,0,39,0,0
1445,2.4064131,3,29.995987,327.93774,11.387621,.18719886,4,1,32,.021342954,0
1446,2.4454956,2,15.885922,75.013351,11.552607,-1.9645392,3,0,54,2.1582332,0
1447,6.9218326,3,8.3452301,45.333542,8.6120548,.69497156,1,1,53,1.0247741,0
1448,7.96875,2,3.8110409,72.284531,7.3975534,.85223567,4,0,23,0,0
1449,9.21875,2,5.6068573,96.006813,18.735165,.71104842,3,0,23,0,0
1450,4.21875,3,10.816084,42.015316,8.910244,.43962178,2,0,38,.085441083,0
1451,15.496678,3,3,94.598419,8.5360231,1.4882684,3,0,26,0,0
1452,18.202433,3,5.0999999,110.94891,11.205681,1.4119148,3,0,26,0,0
1453,9.21875,3,11.820033,112.32276,21.686676,1.0041981,1,0,62,.19480151,0
1456,5.859375,3,11.902957,81.311569,12.698625,.6857366,4,0,47,0,0
1457,12.96875,3,11.191754,112.4408,12.816582,.49047273,4,0,46,0,0
1459,17.65625,3,17.803341,250.51213,14.024896,.6965431,5,1,49,0,0
1460,5.625,3,13.185825,139.84399,11.141016,.41804075,1,0,58,2.5348907,0
1461,41.114822,3,4.6544781,35.849876,18.441067,-.25964171,4,0,59,1.6918719,0
1462,39.84375,2,8.4176836,16.384399,13.961432,-.26798546,4,0,59,2.4612658,0
1463,27.036795,3,4.7289271,127.72819,12.265638,-.25113702,5,0,31,1.8896699,0
1464,11.21875,2,13.217602,54.587269,11.047324,-1.7716333,3,0,41,0,0
1465,2.8395915,3,11.321016,341.90247,19.471388,.79999638,4,0,49,1.1270726,0
1466,20.59375,2,4.2555547,0,8.7064953,-.24149582,4,1,24,1.9374985,0
1467,25.917318,2,4.8518367,.80988359,4.6271772,-.25535068,4,1,24,2.9923258,0
1468,21.463745,3,4.0949998,199.40399,10.394311,.63957459,3,0,27,0,0
1470,1.84375,3,5.8947287,83.882462,8.3396177,.99255317,4,1,27,0,0
1471,6.75,2,7.4756722,23.394943,6.9416585,-2.3672781,3,0,28,0,0
1472,11.71875,3,10.325883,58.519596,10.258996,.15000591,5,0,44,0,0
1473,5.9375,3,7.1720991,103.81972,6.6399617,.15516627,4,0,29,0,0
1474,74.855217,3,8.2760582,599.38647,22.201544,.61415941,5,1,57,.69773513,0
1475,25.28125,3,8.0791636,81.705757,8.06145,-1.6285205,2,0,28,0,0
1477,4.2837095,3,9.4499998,95.034103,10.243921,1.4600767,1,0,57,0,0
1478,4.3723149,2,4.5,84.128098,9.6967964,-1.2449507,2,0,24,0,0
1480,4.216083,3,17.745001,75.893349,12.228086,.17361556,1,0,47,0,0
1481,2.0258546,3,15.75,45.254467,11.264467,.14699055,1,0,46,0,0
1483,16.649355,3,7.6400919,65.216721,20.87607,1.3677906,4,1,49,2.2275872,0
1484,1.875,2,12.782893,31.331612,10.697033,1.3422664,3,0,41,.28852117,0
1485,7,3,12.285219,49.626076,14.294177,-.49470624,2,0,47,0,0
1486,8.3935213,3,19,57.022263,12.820066,-.52735674,3,0,47,0,0
1487,12.893167,3,13,47.534012,12.600198,-.50766826,3,0,47,0,0
1489,28.382965,3,5.9720168,298.97867,10.609683,-2.8063152,3,1,22,.32533079,0
1490,27.625,3,11.486019,410.9632,12.023519,-3.4803882,4,1,22,.34086832,0
1491,6.6664329,3,15.588006,91.781952,7.0011358,-.082644992,3,0,38,1.4415008,0
1492,.9375,3,11.615509,34.877911,12.760589,.026831629,2,0,56,3.8458805,0
1493,1.8125,3,12.523812,175.24463,12.553172,.26922911,4,0,37,0,0
1495,3.625,3,5.1663141,81.575981,7.3429255,-2.3210692,2,0,21,0,0
1496,9.375,3,6.108314,178.61143,8.3472843,.86219144,4,0,22,0,0
1497,9.7835264,3,11.55,22.803398,5.928864,1.4882684,3,1,36,0,0
1498,3.75,3,10.134205,113.41998,10.00875,.17503637,3,0,34,0,0
1499,1.875,3,14.572501,82.931648,11.303613,.32403162,3,0,33,0,0
1501,10.99699,2,4.40519,77.150444,8.2114573,.20496084,4,0,26,1.7960776,0
1502,1.875,2,4.7455683,23.63492,7.1554656,.017534107,2,0,27,0,0
1503,1.875,2,4.8496628,29.261482,5.4952464,.03632896,2,0,27,0,0
1504,13.5625,1,10.89965,9.5627632,12.291299,-.45625213,3,0,46,2.1675627,0
1505,23.28125,3,15.734054,145.84961,14.358105,.29453337,3,1,49,0,0
1506,2.1127915,3,5.9000001,110.06401,10.49153,1.1450261,2,0,27,0,0
1507,1.0026619,3,9,129.74147,9.4199495,.13189286,3,0,58,0,0
1508,.96720541,3,9.3000002,100.7992,7.2148314,.24573623,3,0,28,0,0
1509,13.161746,3,3.9280677,20.160233,11.431546,-.51873165,1,0,38,1.6697285,0
1510,1.8570184,3,5.25,128.61319,11.488866,.30834937,3,1,42,0,0
1511,1.953125,3,16.191586,148.63309,13.058638,.38525203,3,1,41,0,0
1512,1.40625,3,9.1250906,185.50087,7.5054655,.62890947,4,0,28,1.9643615,0
1513,8.875,3,5.4512854,50.964264,7.8630395,-.59371889,1,1,24,0,0
1514,30,3,23.221392,499.89243,17.046146,-.27350616,5,1,42,0,0
1515,40.276989,3,3,368.55179,11.601236,-.29028693,4,1,42,0,0
1516,30,3,22.919802,483.58939,16.757315,-.27809671,5,1,42,0,0
1517,4.6122494,3,25,43.311947,12.875235,-1.1671276,3,0,44,0,0
1518,2.8125,2,3.7586038,4.1000395,11.221276,.25944358,5,0,23,1.7265759,0
1519,6.40625,3,8.6380253,105.89967,9.6133986,.14069866,4,0,34,0,0
1520,7.5,3,15.94924,95.945915,10.418253,.078165978,5,1,33,0,0
1521,1.84375,3,13.986005,79.47654,13.084811,.3350572,3,1,56,0,0
1522,4.21875,3,9.1542168,32.794552,8.5779085,.50451148,3,0,31,0,0
1523,15.006669,3,5.0854511,280.21246,12.367273,-.10360015,3,0,27,1.9215971,0
1524,.9375,3,10.224536,32.604366,7.0054893,-.32369685,4,1,44,0,0
1525,7.322547,2,16.541014,31.586546,8.1974802,.57765394,3,0,36,1.7748668,0
1526,11.947827,2,19.20483,45.824368,9.6316929,.49358842,4,0,41,1.2395166,0
1527,1.0318456,3,13,123.64214,7.1504431,-.12452488,2,0,37,0,0
1528,.9375,2,5.6412616,79.902824,6.9316249,-.22552775,1,1,23,0,0
1529,3.2768257,3,11,38.535378,13.583656,.79079646,3,0,43,0,0
1530,8.4375,3,13.805053,92.972397,13.191795,.75880682,4,1,41,0,0
1531,9.8163471,3,13,68.126015,10.214776,.74190593,4,1,42,0,0
1532,.9375,2,11.118341,72.208008,7.4593801,.83014292,3,1,36,0,0
1533,9.1800327,3,6.3000002,393.80103,11.707983,.38932574,5,0,54,0,0
1534,14.256092,3,5.2988515,217.38254,10.71758,.6179921,1,0,34,.032356817,0
1535,2.6220241,3,6.3000002,135.63319,8.5879307,.38881633,4,0,37,0,0
1536,3.4958258,3,3.3701661,69.049171,14.626158,-.03512295,4,1,24,1.8676815,0
1537,4.5625,3,6.1154947,106.81989,8.786212,-.47376955,4,1,24,0,0
1538,6.0625,3,4.1687279,72.979607,8.830555,-.63020808,4,0,24,0,0
1539,10.237754,3,23.1,228.11345,15.807281,.49328622,3,1,54,0,0
1540,13.280396,3,20.055,284.92816,15.460472,.58799791,4,1,56,0,0
1541,4.3332658,3,6.3000002,238.60527,13.817721,-.57579529,5,0,47,0,0
1542,23.827875,3,6.6149998,202.79872,15.153137,-.54747021,4,0,47,0,0
1543,9.4513235,3,7,32.229103,7.2391996,-1.8896754,4,0,22,0,0
1544,12.161962,3,9.2751236,112.19617,12.787021,.5591653,3,0,48,1.2345043,0
1545,10.625,3,15.646289,193.39836,9.2729778,.20450516,3,1,54,0,0
1546,3.515625,3,10.076711,184.14139,11.588506,.19294161,4,0,34,1.5519463,0
1547,8.28125,3,14.49323,156.58868,12.993469,.22253886,4,0,33,1.0691272,0
1549,33.996449,3,16.801424,195.72902,13.25537,.10784563,4,0,44,.49350515,0
1550,29.24313,3,12.600779,126.27818,8.7766581,.078280345,4,0,44,.96141291,0
1551,.9375,3,4.6591468,33.107105,5.441155,.58860171,3,0,21,0,0
1552,21.109362,3,12.937977,200.75864,13.946923,-.012557792,4,0,39,.97266054,0
1553,22.34375,3,11.337364,243.48746,13.59095,-.0081167454,4,0,34,1.6603545,0
1554,4.21875,2,7.4775071,78.936577,7.6436906,.34511307,3,1,27,0,0
1555,3.5617294,2,5.25,43.852913,6.6922584,.34026986,2,0,28,0,0
1556,2.0443375,3,3.5999999,61.038311,8.3018303,-.2441313,3,1,24,0,0
1557,17.65625,3,13.015884,135.97087,24.933052,.57139802,4,1,37,.72447163,0
1558,69.8125,2,3.8170133,0,9.035985,-.58455616,4,1,22,2.8471763,0
1559,6.9493423,2,8.3999996,23.654364,7.8198862,.2912938,2,0,23,0,0
1560,11.25,2,6.411222,16.869949,12.990825,.7796095,3,1,26,1.7245132,0
1561,19.703157,3,20,382.20621,15.130164,.70932609,4,1,51,0,0
1562,14.0625,3,12.119998,70.824738,9.2497425,-.96656382,4,1,53,0,0
1563,28.125,3,11.320765,401.49908,19.943279,-3.4803882,4,1,21,1.6101925,0
1564,25.78125,3,13.330156,79.993187,10.682532,.75043833,1,0,42,0,0
1565,1.875,3,8.658452,112.7609,7.8405895,.72026682,4,1,29,0,0
1566,2.75,2,4.8672562,30.233833,4.7683101,-.7957387,2,0,27,0,0
1567,1.75,2,6.348434,38.918442,7.0972824,-1.1384239,2,1,27,0,0
1568,1.875,2,6.2312031,14.188568,6.7438931,.24511623,1,0,28,0,0
1569,12.5,3,12.619248,133.1855,28.274981,.086682826,4,0,56,0,0
1570,1.962384,3,5.6497445,104.68839,11.116914,.78559768,3,0,38,4.7642975,0
1571,1.40625,2,10.543018,67.440971,12.35366,.75181878,4,0,37,4.5990038,0
1572,39.84375,3,15.852062,167.967,10.477604,-1.7514343,3,1,56,0,0
1573,39.34375,3,14.69623,105.48454,13.141582,-1.6977321,3,1,56,0,0
1574,4.2281618,2,13.304153,60.897366,4.9554224,.6117515,1,1,36,3.7549956,0
1575,5,2,10.942575,85.050056,6.0909815,.40468058,2,1,36,3.0026355,0
1576,1.875,2,12.569544,51.941528,9.8302164,.29580623,2,1,37,2.4776461,0
1577,10.625,3,13.591152,136.83611,9.9444008,1.4882684,1,1,37,0,0
1578,9.375,3,15.052072,145.06606,11.404471,1.4827688,1,0,33,0,0
1579,2.5948465,2,10,58.965847,12.163748,1.4882684,3,0,43,0,0
1582,1.40625,3,6.2928863,54.106918,7.3280058,-.11422324,2,1,21,5.6020269,0
1583,8.875,2,6.809124,.35291767,10.891356,-.7923004,4,0,34,3.5571818,0
1585,3.3034422,3,20.193319,56.407333,11.609819,.20509946,2,1,44,4.216517,0
1586,12.890625,3,13.599314,81.745491,11.822487,.19644952,2,1,39,2.6957796,0
1587,44.339172,3,9.4499998,238.84064,14.52985,.06351269,4,1,48,0,0
1588,2.34375,3,11.015468,38.105278,11.150095,.084657788,2,0,46,0,0
1590,6.790062,3,4.0183506,90.079407,14.018164,-.38178423,4,1,46,1.2250539,0
1591,4.4731355,3,2.6466119,65.987717,12.723712,-.25301239,4,1,46,1.4839015,0
1592,35.625,3,16.132835,162.77902,13.125051,-.15704505,5,1,47,0,0
1593,35.625,3,14.949062,162.16788,11.167102,-.1583232,4,1,47,0,0
1594,7.2513852,3,7.1399999,115.85554,9.0794086,.088910088,2,0,24,0,0
1595,1.40625,3,15.01863,210.47336,13.049731,.16007605,3,0,57,0,0
